,Triangle_index,Size,Angle.C,Angle.B,Angle.A,Side.A_B,SideC_A,Side.B_C,Total_size,Hand,Vision,Type,Angle.Type,Full.Type,duration,Trial_number,subjID,subjposC_x,subjposC_y,AC_angle,AC_dist,SubjAC_angle,SubjAC_dist,DistError,AngleError,M1AE,M1DE,M2AE,M2DE,EEMAE,EEMDE
441,22,10,30,120,30,5.773502692,10,5.773502692,21.54700538,LH,on,iso,obtuse,30-120-30,35.3402,5,AT21,4.5887,-8.4231,331.4195263,9.54134207,0.73797327,7.127491203,0.74701139,-29.31844695,22.75501833,0.695985306,7.393704,0.515297269,89.02608666,0.561224285
442,23,10,45,105,30,7.320508076,10,5.176380902,22.49688898,LH,on,scale,obtuse,45-105-30,25.019,9,AT21,5.0006,-8.5887,329.7907461,9.978617636,356.7982628,7.38031523,0.73961299,-27.00751668,25.88315366,0.634167676,16.87938933,0.505981981,88.45639882,0.494911578
443,24,10,60,90,30,8.660254038,10,5,23.66025404,LH,on,right,right,60-90-30,27.8676,28,AT21,4.9201,-8.4102,329.6716908,9.787768233,33.89936825,6.534245132,0.667592957,-64.22767742,65.39521801,0.652917259,-2.694507913,0.587093093,81.97523351,0.71837709
444,25,10,60,75,45,8.965754722,10,7.320508076,26.2862628,LH,on,scale,acute,60-75-45,35.1837,12,AT21,6.5867,-7.2821,317.8704823,9.708571517,358.7134399,8.996083617,0.926612489,-40.8429576,11.4362644,0.79405361,24.23641908,0.556148927,67.5399986,0.813146867
445,26,10,45,90,45,7.071067812,10,7.071067812,24.14213562,LH,on,iso-right,iso-right,45-90-45,30.0786,19,AT21,6.8452,-6.7059,314.4110426,9.582042923,24.59766448,6.376552521,0.665469,-70.1866219,33.42504144,0.839866566,-0.241296315,0.803041219,69.308804,0.664274789
446,27,10,60,60,60,10,10,10,30,LH,on,equil,acute,60-60-60,37.5181,21,AT21,8.2864,-4.9896,301.0539656,9.759410343,304.9238349,10.77712547,1.104280391,-3.869869368,23.64268538,0.818656535,31.75673724,0.512758715,57.02959135,0.802538023
447,0,10,60,100,20,8.793852416,10,3.472963553,22.26681597,RH,off,scale,obtuse,60-100-20,47.3012,20,AT22,3.0715,9.3501,198.1853084,9.84023527,334.6399245,7.136960619,0.725283535,136.4546161,100.2285844,0.29159444,111.9824466,0.21227518,86.87317492,0.623982888
448,1,10,30,120,30,5.773502692,10,5.773502692,21.54700538,RH,off,iso,obtuse,30-120-30,56.6403,23,AT22,4.9674,8.5049,210.2876329,9.804347073,265.0184482,8.80405548,0.897974686,54.73081525,48.5335132,0.524431613,63.3235715,0.220711311,74.73147338,0.73449461
449,2,10,45,105,30,7.320508076,10,5.176380902,22.49688898,RH,off,scale,obtuse,45-105-30,50.664,3,AT22,4.5478,8.2994,208.7213014,9.431401134,271.7777797,8.125947931,0.861584383,63.05647831,72.28013719,0.532359749,71.31581909,0.468724691,77.66643756,0.610560092
450,3,10,60,90,30,8.660254038,10,5,23.66025404,RH,off,right,right,60-90-30,44.9005,21,AT22,4.7436,8.6942,208.6171081,9.905550524,334.914666,7.550812648,0.762280969,126.2975578,83.66377756,0.533376595,86.33705315,0.585806728,82.49315043,0.540766115
451,4,10,60,75,45,8.965754722,10,7.320508076,26.2862628,RH,off,scale,acute,60-75-45,51.066,14,AT22,7.2589,7.1569,225.4053935,10.2093468,336.4225915,9.469291589,0.927511992,111.017198,68.8673287,0.862504211,86.8500489,0.944349437,69.3461781,0.248761077
452,5,10,45,90,45,7.071067812,10,7.071067812,24.14213562,RH,off,iso-right,iso-right,45-90-45,50.3845,4,AT22,7.0688,7.1333,224.7397883,10.04246289,318.6664411,13.66161713,1.360385125,93.9266528,62.69328469,0.619663368,57.32522715,0.581839124,61.2613637,0.471810626
453,7,10,60,100,20,8.793852416,10,3.472963553,22.26681597,LH,off,scale,obtuse,60-100-20,30.2916,10,AT22,3.3229,-9.3392,340.4143725,9.907970619,311.7000892,2.74551033,0.277101178,28.71428338,114.6276992,0.349668967,112.3864094,0.318845277,93.7145107,0.601894856
454,8,10,30,120,30,5.773502692,10,5.773502692,21.54700538,LH,off,iso,obtuse,30-120-30,45.2465,15,AT22,4.8687,-8.5028,330.2045643,9.793713132,349.0958465,4.63559567,0.473323612,-18.89128216,38.97794209,0.523212853,47.85095351,0.35475979,75.37568972,0.783414418
455,9,10,45,105,30,7.320508076,10,5.176380902,22.49688898,LH,off,scale,obtuse,45-105-30,77.0014,2,AT22,4.9219,-8.498,329.9212922,9.809235981,244.8962404,4.933073365,0.502900876,85.02505186,69.51371273,0.501908862,60.59411308,0.457815427,76.36058904,0.552365703
456,10,10,60,90,30,8.660254038,10,5,23.66025404,LH,off,right,right,60-90-30,44.4887,8,AT22,4.6404,-8.6655,331.8308234,9.834680886,202.4158211,6.287801411,0.639349816,129.4150023,85.22664015,0.52879252,110.5174393,0.522817646,82.9556587,0.44185155
457,11,10,60,75,45,8.965754722,10,7.320508076,26.2862628,LH,off,scale,acute,60-75-45,43.1474,24,AT22,6.8781,-7.0051,315.5241127,9.886833991,208.2669292,5.862157286,0.592925631,107.2571835,77.21832899,0.744468659,83.86864971,0.650960463,65.44457361,0.317820146
458,12,10,45,90,45,7.071067812,10,7.071067812,24.14213562,LH,off,iso-right,iso-right,45-90-45,42.757,16,AT22,7.1029,-7.1796,315.3076873,10.09966698,228.2639388,6.599668067,0.653454028,87.04374848,67.04406862,0.726353959,75.21940787,0.716322129,69.98969612,0.471686733
459,13,10,60,60,60,10,10,10,30,LH,off,equil,acute,60-60-60,80.962,1,AT22,8.178,-5.1521,302.2107271,9.683312959,194.4783918,9.746220487,1.006496488,107.7323353,73.27230991,1.045845554,73.16211953,1.199908352,46.34663904,0.153179166
460,14,10,60,100,20,8.793852416,10,3.472963553,22.26681597,RH,on,scale,obtuse,60-100-20,32.8826,11,AT22,3.2108,9.5091,198.6575373,10.03328855,338.7948786,5.399384357,0.538147022,140.1373414,96.33112267,0.344188738,87.84151678,0.19258209,101.179591,0.509231875
461,15,10,30,120,30,5.773502692,10,5.773502692,21.54700538,RH,on,iso,obtuse,30-120-30,32.6147,6,AT22,4.3668,8.7078,206.6329147,9.766035518,306.3875716,8.29405388,0.849275416,99.75465686,55.22575196,0.507255165,69.47833264,0.336782716,73.34903319,0.7540104
462,16,10,45,105,30,7.320508076,10,5.176380902,22.49688898,RH,on,scale,obtuse,45-105-30,35.9299,9,AT22,4.879,8.4247,210.0764371,9.725063807,268.7617109,5.913781075,0.608096892,58.68527376,60.60162909,0.516208381,89.97987087,0.373204864,74.90208554,0.719151941
463,17,10,60,90,30,8.660254038,10,5,23.66025404,RH,on,right,right,60-90-30,39.3262,28,AT22,4.5614,8.7816,207.4485822,9.895769624,243.5993156,10.67861017,1.079108607,36.15073341,91.29887065,0.627032251,103.8218443,0.361260002,78.67669521,0.460151402
464,18,10,60,75,45,8.965754722,10,7.320508076,26.2862628,RH,on,scale,acute,60-75-45,38.4007,7,AT22,7.0713,7.5729,223.0382451,10.36094112,16.79844115,4.475689482,0.431977118,153.7601961,79.00487892,0.789568432,94.80773129,0.623545312,67.73324344,0.234980025
465,19,10,45,90,45,7.071067812,10,7.071067812,24.14213562,RH,on,iso-right,iso-right,45-90-45,41.5834,22,AT22,6.4645,7.3075,221.4972296,9.751413785,279.8826528,11.85917431,1.216149224,58.38542321,61.94147596,0.68559478,68.65914564,0.532301348,69.49588332,0.425387671
466,20,10,60,60,60,10,10,10,30,RH,on,equil,acute,60-60-60,39.8512,12,AT22,8.6216,5.4217,237.836233,10.13608052,35.90356625,6.549711513,0.646177928,158.0673332,71.50309145,1.121054564,74.8711145,1.006877723,43.64133253,0.132022786
467,21,10,60,100,20,8.793852416,10,3.472963553,22.26681597,LH,on,scale,obtuse,60-100-20,30.9504,17,AT22,2.909,-9.0929,342.2594896,9.502106672,240.8701562,4.297331736,0.45225042,101.3893334,116.9838981,0.326288012,162.2621059,0.38080235,92.18492547,0.621389048
468,22,10,30,120,30,5.773502692,10,5.773502692,21.54700538,LH,on,iso,obtuse,30-120-30,38.8136,13,AT22,4.6498,-8.6049,331.6146966,9.778201408,280.3009543,10.12621377,1.035590631,51.31374233,46.08602002,0.510829545,48.72826775,0.4136476,85.24439558,0.805948578
469,23,10,45,105,30,7.320508076,10,5.176380902,22.49688898,LH,on,scale,obtuse,45-105-30,43.4149,5,AT22,4.7393,-8.2078,329.9972543,9.475707389,323.6647026,11.63508647,1.227885792,6.33255167,73.31313801,0.470586167,79.9601592,0.372884845,82.7540881,0.549242567
470,24,10,60,90,30,8.660254038,10,5,23.66025404,LH,on,right,right,60-90-30,40.2439,27,AT22,4.745,-8.1521,329.7980864,9.438630242,346.7739879,10.28922021,1.090117946,-16.97590147,94.62854496,0.539130474,97.69562113,0.507432697,74.55714937,0.531865504
471,25,10,60,75,45,8.965754722,10,7.320508076,26.2862628,LH,on,scale,acute,60-75-45,39.9984,19,AT22,6.5292,-7.035,317.1355321,9.66782702,241.2250226,9.608598675,0.993873665,75.91050948,84.93702914,0.687295278,80.66078025,0.813517841,58.97213359,0.391522777
472,26,10,45,90,45,7.071067812,10,7.071067812,24.14213562,LH,on,iso-right,iso-right,45-90-45,40.3772,25,AT22,6.6006,-6.8309,315.9823121,9.496522531,273.797208,12.06638939,1.270611358,42.18510406,65.94637637,0.595027727,68.84288588,0.563403025,65.15710206,0.44170823
473,27,10,60,60,60,10,10,10,30,LH,on,equil,acute,60-60-60,51.111,26,AT22,8.2796,-5.1138,301.7010761,9.861781852,189.4144011,12.79604897,1.297539244,112.286675,79.16580993,0.966409785,84.26927837,1.074539015,65.1755095,0.077368221
474,0,10,60,100,20,8.793852416,10,3.472963553,22.26681597,RH,off,scale,obtuse,60-100-20,76.2972,2,AT23,3.6569,8.9402,202.2465282,9.657748314,237.7993659,7.596694914,0.78659069,35.55283774,7.970516757,0.402379022,-39.61276344,0.099867782,86.21939698,0.377911944
475,1,10,30,120,30,5.773502692,10,5.773502692,21.54700538,RH,off,iso,obtuse,30-120-30,38.0524,28,AT23,4.8291,8.4035,209.883976,9.63135622,189.2541328,6.723305369,0.698064241,-20.62984327,13.48794954,0.565703332,15.87992203,0.362464371,92.64018732,0.196036097
476,2,10,45,105,30,7.320508076,10,5.176380902,22.49688898,RH,off,scale,obtuse,45-105-30,51.8487,9,AT23,5.146,7.885,213.1297355,9.41975334,222.7304421,6.35653393,0.674808957,9.60070661,23.96654105,0.580745203,0.053767997,0.416694492,83.99613161,0.37860609
477,3,10,60,90,30,8.660254038,10,5,23.66025404,RH,off,right,right,60-90-30,60.6267,10,AT23,4.65,8.6945,208.1388009,9.86005873,255.9114792,7.044183372,0.714415965,47.77267832,8.568835466,0.643491419,-15.02270951,0.863176392,82.28635306,0.412446398
478,4,10,60,75,45,8.965754722,10,7.320508076,26.2862628,RH,off,scale,acute,60-75-45,46.3753,21,AT23,7.1186,6.7202,226.6490112,9.819122704,262.9981699,8.96111623,0.912618826,36.3491587,18.20319044,0.529812835,4.152202783,0.345111262,66.51597205,0.581807328
479,5,10,45,90,45,7.071067812,10,7.071067812,24.14213562,RH,off,iso-right,iso-right,45-90-45,55.2116,3,AT23,7.0726,7.1485,224.6942073,10.05577013,211.7334828,7.049468079,0.701037115,-12.96072454,1.015315744,0.582186156,-14.8475853,0.820544896,67.52086558,0.454127986
480,6,10,60,60,60,10,10,10,30,RH,off,equil,acute,60-60-60,105.683,4,AT23,8.327,4.7292,240.4062135,9.68243417,263.3533179,7.950134523,0.821088415,22.94710441,-2.604046679,0.712804168,-47.09085593,0.840089926,49.22139622,0.702431122
481,7,10,60,100,20,8.793852416,10,3.472963553,22.26681597,LH,off,scale,obtuse,60-100-20,39.4394,16,AT23,3.2708,-9.407,340.8275123,9.962670379,353.9819655,5.572069864,0.559294813,-13.15445316,9.633254539,0.593624769,10.74567438,0.561087388,93.03014252,0.37553223
482,8,10,30,120,30,5.773502692,10,5.773502692,21.54700538,LH,off,iso,obtuse,30-120-30,55.3122,5,AT23,5.1139,-8.4253,328.7435269,9.815913584,336.2978086,5.508752229,0.561206268,-7.554281731,20.63059033,0.563553058,32.26160491,0.514479806,105.0213912,0.275059998
483,9,10,45,105,30,7.320508076,10,5.176380902,22.49688898,LH,off,scale,obtuse,45-105-30,31.8455,27,AT23,4.8716,-8.4773,330.1155638,9.75090495,348.2920764,5.253505101,0.53877103,-18.17651263,16.56798408,0.466160994,11.3271849,0.391940764,92.72395231,0.317419862
484,10,10,60,90,30,8.660254038,10,5,23.66025404,LH,off,right,right,60-90-30,43.7508,11,AT23,4.5887,-8.9785,332.9294939,10.08726426,309.746091,6.980753707,0.692036366,23.18340294,18.90589234,0.528981218,9.393813481,0.49865851,87.6841273,0.430255904
485,11,10,60,75,45,8.965754722,10,7.320508076,26.2862628,LH,off,scale,acute,60-75-45,47.5153,13,AT23,7.065,-7.2118,315.5891183,10.07421767,13.91539795,6.522984627,0.647492921,-58.32627966,-0.508959757,0.64290172,-29.96780894,0.895102127,65.10563768,0.544117082
486,12,10,45,90,45,7.071067812,10,7.071067812,24.14213562,LH,off,iso-right,iso-right,45-90-45,310.2558,1,AT23,6.7052,-7.0315,316.3607415,9.714788212,353.5953347,12.49134959,1.285807711,-37.23459318,-1.340657757,0.46126,-32.5994272,0.521794413,75.26814089,0.449800337
487,13,10,60,60,60,10,10,10,30,LH,off,equil,acute,60-60-60,55.0099,24,AT23,8.3497,-4.9445,300.6330402,9.730552512,334.0442509,8.861247307,0.910662298,-33.41121076,13.75824606,0.627691468,-24.12154224,0.586443827,56.39460868,0.596070193
488,14,10,60,100,20,8.793852416,10,3.472963553,22.26681597,RH,on,scale,obtuse,60-100-20,27.7781,26,AT23,3.0204,9.2971,197.9977095,9.772272279,254.9121382,2.679984985,0.27424379,56.91442875,16.46412597,0.596116988,-0.688274023,0.738360702,105.1563696,0.381394902
489,16,10,45,105,30,7.320508076,10,5.176380902,22.49688898,RH,on,scale,obtuse,45-105-30,30.7939,18,AT23,4.6391,8.6756,208.1347341,9.868652762,257.7385605,5.731079384,0.580735742,49.60382637,-7.007497764,0.494791164,8.057635909,0.499093566,89.26869175,0.35952042
490,17,10,60,90,30,8.660254038,10,5,23.66025404,RH,on,right,right,60-90-30,43.6262,15,AT23,4.6593,8.7531,208.0264997,9.912543116,284.0450588,6.14789011,0.620213202,76.0185591,16.99274998,0.425557642,-8.528249647,0.496639669,83.64321193,0.351313712
491,18,10,60,75,45,8.965754722,10,7.320508076,26.2862628,RH,on,scale,acute,60-75-45,28.3027,25,AT23,6.656,7.1203,223.069702,9.703385968,250.398787,3.83857509,0.395591302,27.32908508,13.23351873,0.579996509,-19.56348209,0.321228401,67.82828741,0.512424799
492,19,10,45,90,45,7.071067812,10,7.071067812,24.14213562,RH,on,iso-right,iso-right,45-90-45,48.1279,6,AT23,6.8226,7.0725,223.9696604,9.821555311,245.8176951,6.08538346,0.619594684,21.84803467,16.98136236,0.53988101,34.555539,0.240549004,77.69600734,0.454898055
493,20,10,60,60,60,10,10,10,30,RH,on,equil,acute,60-60-60,33.6526,23,AT23,8.1556,5.3936,236.5218612,9.727409611,266.959914,4.942055081,0.508054588,30.43805279,12.00135704,0.649366238,-16.11391438,0.493440534,58.10626862,0.652041442
494,21,10,60,100,20,8.793852416,10,3.472963553,22.26681597,LH,on,scale,obtuse,60-100-20,29.7549,20,AT23,2.9149,-9.2746,342.552667,9.707764766,344.0193159,4.549726142,0.468668767,-1.466648887,12.43816267,0.600042504,1.752782228,0.884346453,91.26347099,0.384021182
495,22,10,30,120,30,5.773502692,10,5.773502692,21.54700538,LH,on,iso,obtuse,30-120-30,29.4987,14,AT23,4.6033,-8.4026,331.2842064,9.61045018,344.3958766,4.26958985,0.444265333,-13.11167018,2.320944203,0.70275348,-17.77482448,0.720868493,101.6061627,0.21972429
496,23,10,45,105,30,7.320508076,10,5.176380902,22.49688898,LH,on,scale,obtuse,45-105-30,31.9886,12,AT23,4.6902,-8.3142,330.5718198,9.499173648,350.0560849,8.793697172,0.925732858,-19.48426515,10.62600188,0.658389645,-6.266218427,0.762178706,84.02136856,0.410905549
497,24,10,60,90,30,8.660254038,10,5,23.66025404,LH,on,right,right,60-90-30,39.2371,8,AT23,4.8199,-8.6261,330.8053872,9.872972689,314.9878187,5.749784445,0.582376213,15.81756848,12.4523726,0.637534462,0.066966524,0.867683814,77.39136399,0.468165335
498,25,10,60,75,45,8.965754722,10,7.320508076,26.2862628,LH,on,scale,acute,60-75-45,44.2649,7,AT23,6.795,-7.146,316.4422617,9.912858804,254.3240646,7.194015881,0.725725648,62.11819712,13.26250618,0.648955283,-2.280577608,0.553321455,70.18230845,0.559084549
499,26,10,45,90,45,7.071067812,10,7.071067812,24.14213562,LH,on,iso-right,iso-right,45-90-45,34.3133,19,AT23,6.6617,-7.034,316.5571286,9.683191902,314.1618605,5.882980031,0.607545538,2.395268181,13.17153525,0.532307788,2.1218344,0.403951953,78.79961303,0.433181354
500,27,10,60,60,60,10,10,10,30,LH,on,equil,acute,60-60-60,36.2223,22,AT23,8.2969,-5.2126,302.1394517,9.864374934,323.0532797,6.562642322,0.665287194,-20.913828,5.418340065,0.606373344,-21.93178105,0.626400511,43.66515352,0.577818693
501,0,10,60,100,20,8.793852416,10,3.472963553,22.26681597,RH,off,scale,obtuse,60-100-20,91.0745,2,AT24,3.0208,9.12,198.3263199,9.586046826,199.2325604,9.195719279,0.959281698,0.906240497,-1.00902904,0.820347518,-26.01657963,0.660232065,75.61469962,0.428758876
502,1,10,30,120,30,5.773502692,10,5.773502692,21.54700538,RH,off,iso,obtuse,30-120-30,66.1556,28,AT24,4.8269,8.1412,210.6636107,9.433307543,202.5697993,9.742439741,1.032770287,-8.093811405,1.892156181,0.963801086,-12.96395624,0.461609441,51.8882622,0.344912676
503,2,10,45,105,30,7.320508076,10,5.176380902,22.49688898,RH,off,scale,obtuse,45-105-30,66.86,9,AT24,4.6554,8.2574,209.4136608,9.446171961,229.201208,10.19871957,1.079666939,19.78754718,9.230680063,0.884241661,-14.46257499,0.657080083,63.06770419,0.557493813
504,3,10,60,90,30,8.660254038,10,5,23.66025404,RH,off,right,right,60-90-30,117.0105,10,AT24,4.6329,8.7401,207.9269009,9.857812542,273.2971792,9.350284107,0.948515106,65.37027833,16.63310871,0.541099558,-28.65683866,0.617984969,67.06757737,0.505860582
505,4,10,60,75,45,8.965754722,10,7.320508076,26.2862628,RH,off,scale,acute,60-75-45,62.1576,21,AT24,6.965,6.7846,225.7516994,9.750633204,267.7377397,7.219305926,0.740393549,41.98604033,12.66469612,0.810749989,-46.03790438,0.781255471,65.54755451,0.685162367
506,5,10,45,90,45,7.071067812,10,7.071067812,24.14213562,RH,off,iso-right,iso-right,45-90-45,78.722,3,AT24,6.6603,6.9446,223.802871,9.627335753,277.7968775,12.84888492,1.334625202,53.99400641,25.25708726,0.822895423,-41.39761927,0.358663212,46.05714798,0.544563468
507,6,10,60,60,60,10,10,10,30,RH,off,equil,acute,60-60-60,135.7416,4,AT24,8.0072,4.9332,238.3629637,9.522613046,247.115962,3.403474638,0.357409738,8.752998343,34.92278722,0.750633355,-51.998058,0.80358715,43.69659579,0.978041788
508,7,10,60,100,20,8.793852416,10,3.472963553,22.26681597,LH,off,scale,obtuse,60-100-20,54.6071,16,AT24,3.1508,-9.9815,342.4809702,10.40335102,338.5861775,6.886946326,0.661993075,3.894792666,-1.189807345,0.824796099,-9.086591165,0.584874562,84.1835485,0.47511361
509,8,10,30,120,30,5.773502692,10,5.773502692,21.54700538,LH,off,iso,obtuse,30-120-30,53.5794,5,AT24,4.7164,-8.69,331.5095997,9.876182236,351.5847237,8.255622158,0.835912295,-20.07512401,1.494984426,0.86699074,-26.72106228,0.514140253,57.75692553,0.372418089
510,9,10,45,105,30,7.320508076,10,5.176380902,22.49688898,LH,off,scale,obtuse,45-105-30,54.6087,27,AT24,4.8024,-8.5839,330.7744716,9.827877413,336.3640517,7.801990865,0.793863266,-5.589580027,15.61461066,0.853175295,-31.00268305,0.618919961,60.99025777,0.445427871
511,10,10,60,90,30,8.660254038,10,5,23.66025404,LH,off,right,right,60-90-30,63.7774,11,AT24,4.5651,-8.9304,332.9244947,10.02816861,295.6584278,9.032923036,0.900755002,37.26606685,5.424754995,0.726749932,-36.34757272,0.5461022,75.65669623,0.59417373
512,11,10,60,75,45,8.965754722,10,7.320508076,26.2862628,LH,off,scale,acute,60-75-45,90.2817,13,AT24,6.4701,-7.5085,319.2484126,9.904956304,304.6797832,12.70744247,1.282937762,14.5686294,28.98931459,0.693880021,-45.27696082,0.636197402,63.29126076,0.674645197
513,12,10,45,90,45,7.071067812,10,7.071067812,24.14213562,LH,off,iso-right,iso-right,45-90-45,184.2671,1,AT24,6.7093,-7.1474,316.8108873,9.806371044,323.0770109,9.216283957,0.939826151,-6.266123573,19.89766372,0.881543772,-44.70610551,0.527808775,56.67150688,0.497309086
514,13,10,60,60,60,10,10,10,30,LH,off,equil,acute,60-60-60,92.639,24,AT24,8.5913,-5.3324,301.8268157,10.14465103,274.4650546,7.517754427,0.741055992,27.36176116,21.77102928,0.786414056,-66.38688714,0.778145906,50.9538181,0.943321783
515,15,10,30,120,30,5.773502692,10,5.773502692,21.54700538,RH,on,iso,obtuse,30-120-30,36.7918,17,AT24,4.6297,8.2741,209.2288116,9.479711135,195.8545755,8.390349672,0.885084952,-13.37423614,2.098281917,1.016765836,-23.75516702,0.474190106,53.33733502,0.315469426
516,16,10,45,105,30,7.320508076,10,5.176380902,22.49688898,RH,on,scale,obtuse,45-105-30,49.5691,18,AT24,4.371,8.4754,207.2814193,9.524858992,211.3360355,8.695737582,0.912951844,4.054616117,20.33340603,0.621444327,-17.57879505,0.478189961,63.64110614,0.539527986
517,17,10,60,90,30,8.660254038,10,5,23.66025404,RH,on,right,right,60-90-30,46.4537,15,AT24,4.6608,8.4729,208.8144538,9.671565871,217.9244513,7.702131693,0.796368633,9.10999749,10.47777411,0.842702697,-31.90670888,0.710290072,74.79710249,0.56247247
518,18,10,60,75,45,8.965754722,10,7.320508076,26.2862628,RH,on,scale,acute,60-75-45,52.6745,25,AT24,6.9913,7.1585,224.3230004,10.0051681,236.9486793,7.560947196,0.755704164,12.62567886,16.9319766,0.836719402,-52.14518805,0.667056711,60.92065297,0.765829982
519,19,10,45,90,45,7.071067812,10,7.071067812,24.14213562,RH,on,iso-right,iso-right,45-90-45,53.4004,6,AT24,6.5095,7.0782,222.6033395,9.608806469,220.2887617,8.652599004,0.900486344,-2.314577832,4.931204009,0.920565959,-62.0018918,0.511809342,50.9902242,0.471297338
520,20,10,60,60,60,10,10,10,30,RH,on,equil,acute,60-60-60,55.154,23,AT24,8.3175,5.1578,238.1963603,9.766755062,290.7739612,9.859023435,1.009447188,52.57760088,18.8631911,0.775914389,-71.40978508,0.986752838,55.38706054,0.827347566
521,21,10,60,100,20,8.793852416,10,3.472963553,22.26681597,LH,on,scale,obtuse,60-100-20,48.1962,20,AT24,2.8294,-9.0672,342.6695814,9.486099107,290.9300331,9.107139341,0.960051043,51.73954824,16.56282713,0.543447055,-1.396536963,0.638299758,85.44071699,0.532542733
522,22,10,30,120,30,5.773502692,10,5.773502692,21.54700538,LH,on,iso,obtuse,30-120-30,41.4277,14,AT24,4.6262,-8.7211,332.0558109,9.898066182,342.0076081,5.22995989,0.528381988,-9.951797291,9.745830124,0.670538947,-47.18483968,0.406896809,61.64156606,0.325678322
523,23,10,45,105,30,7.320508076,10,5.176380902,22.49688898,LH,on,scale,obtuse,45-105-30,47.6597,12,AT24,4.9861,-8.5947,329.8804109,9.913851547,312.2081475,8.826542382,0.890324244,17.67226343,12.59845348,0.680295689,-48.06788993,0.566149161,60.80195912,0.439780877
524,24,10,60,90,30,8.660254038,10,5,23.66025404,LH,on,right,right,60-90-30,46.8648,8,AT24,4.4727,-8.4001,331.966576,9.530240368,10.44364418,6.970881875,0.731448694,-38.47706818,22.11389247,0.608879632,-36.30901871,0.640217128,75.97130864,0.583820681
525,25,10,60,75,45,8.965754722,10,7.320508076,26.2862628,LH,on,scale,acute,60-75-45,52.5086,7,AT24,6.7663,-7.1711,316.6636398,9.862386303,332.5023904,8.878052761,0.900193167,-15.83875063,10.32222572,0.796820499,-48.82331655,0.706933184,69.01053583,0.672845684
526,26,10,45,90,45,7.071067812,10,7.071067812,24.14213562,LH,on,iso-right,iso-right,45-90-45,50.0499,19,AT24,7.0695,-7.0774,315.0319955,10.00205849,7.891403095,5.534996343,0.553385721,-52.85940763,7.422747859,0.94513162,-49.27863413,0.555740685,53.53718932,0.615214
527,27,10,60,60,60,10,10,10,30,LH,on,equil,acute,60-60-60,53.8242,22,AT24,8.2869,-5.4506,303.3343957,10.05554353,280.743893,9.286035768,0.923474275,22.59050273,23.95416424,0.823279619,-58.13518079,0.795537829,45.89447612,0.775993198
528,0,10,60,100,20,8.793852416,10,3.472963553,22.26681597,RH,off,scale,obtuse,60-100-20,69.6295,2,AT25,2.9865,9.4497,197.5387126,9.852032735,258.3105951,5.412963272,0.549426034,60.7718825,21.3517328,0.442261636,-5.199810196,0.446119126,87.16923566,0.348130584
529,1,10,30,120,30,5.773502692,10,5.773502692,21.54700538,RH,off,iso,obtuse,30-120-30,47.2239,28,AT25,4.9195,8.4122,210.3193266,9.703450572,220.8335658,6.814720245,0.702298651,10.51423923,22.34814688,0.478533445,-8.043388473,0.356983698,54.46540833,0.255772098
530,2,10,45,105,30,7.320508076,10,5.176380902,22.49688898,RH,off,scale,obtuse,45-105-30,54.0158,9,AT25,4.6669,8.4772,208.8338283,9.619871181,208.9221756,7.110317148,0.739128104,0.088347321,23.40449776,0.444809362,-16.19843259,0.414794951,73.11704945,0.317291063
531,3,10,60,90,30,8.660254038,10,5,23.66025404,RH,off,right,right,60-90-30,49.7479,10,AT25,4.6756,8.306,209.3759597,9.531890925,247.4493662,7.422951573,0.77874911,38.07340648,7.837956758,0.519786156,-4.66589556,0.483281542,74.57733905,0.375578587
532,4,10,60,75,45,8.965754722,10,7.320508076,26.2862628,RH,off,scale,acute,60-75-45,47.2911,21,AT25,6.6694,7.1541,222.9918334,9.791552223,247.9642867,5.682391753,0.580336153,24.97245333,25.01929053,0.435671157,3.058163377,0.488740386,72.07887237,0.366505254
533,5,10,45,90,45,7.071067812,10,7.071067812,24.14213562,RH,off,iso-right,iso-right,45-90-45,52.2947,3,AT25,6.6757,7.1027,223.2249412,9.747672147,301.6105859,6.694925345,0.686822992,78.38564467,11.52863771,0.607458432,-1.968677725,0.50517759,58.28551378,0.410311823
534,6,10,60,60,60,10,10,10,30,RH,off,equil,acute,60-60-60,67.9428,4,AT25,8.388,5.0027,239.1876619,9.82627514,268.878219,6.716887345,0.683563939,29.69055708,15.08053297,0.635129687,-6.966586462,0.388081553,42.18682641,0.408828081
535,7,10,60,100,20,8.793852416,10,3.472963553,22.26681597,LH,off,scale,obtuse,60-100-20,37.1381,16,AT25,3.2803,-9.1377,340.2526079,9.707728642,307.6132489,6.572364959,0.677023967,32.63935902,20.35632804,0.381351937,6.737856401,0.497429463,85.64400422,0.368555445
536,8,10,30,120,30,5.773502692,10,5.773502692,21.54700538,LH,off,iso,obtuse,30-120-30,52.6417,5,AT25,4.7034,-8.3123,330.4972487,9.507717721,250.6802016,3.898857589,0.410072922,79.81704712,15.96809668,0.53353421,-10.3769262,0.513386163,48.53189718,0.22407944
537,9,10,45,105,30,7.320508076,10,5.176380902,22.49688898,LH,off,scale,obtuse,45-105-30,33.7985,27,AT25,4.7554,-8.7574,331.4973738,9.959526763,319.8657072,6.480795769,0.650713224,11.63166656,25.49540041,0.429741836,-10.16157288,0.601064055,61.05436376,0.291714966
