"","Triangle_index","Size","Angle.C","Angle.B","Angle.A","Side.A_B","SideC_A","Side.B_C","Total_size","Hand","Vision","Type","Angle.Type","Full.Type","duration","Trial_number","subjID","DistError","AngleError","M1AE","M1DE","M2AE","M2DE","EEMAE","EEMDE"
"110",15,10,30,120,30,5.773502692,10,5.773502692,21.54700538,"RH","on","iso","obtuse","30-120-30",28.9956,6,"AT09",0.823404376,-25.88537339,16.7294334590351,0.773999506894897,-10.0519872308736,0.991974536359238,59.973411069145,0.405196080227955
"111",16,10,45,105,30,7.320508076,10,5.176380902,22.49688898,"RH","on","scale","obtuse","45-105-30",32.2012,9,"AT09",0.790154964,4.960448817,21.60294367455,0.774150009692603,-8.71415324850312,0.947824846664068,63.1111209956164,0.549341805577838
"112",17,10,60,90,30,8.660254038,10,5,23.66025404,"RH","on","right","right","60-90-30",26.996,28,"AT09",0.616828943,14.65675229,32.6405514125327,0.706862930195712,-5.12562497947448,0.878264223051956,62.0830367400989,0.695817481404208
"113",18,10,60,75,45,8.965754722,10,7.320508076,26.2862628,"RH","on","scale","acute","60-75-45",35.3056,7,"AT09",1.000960871,11.29184449,28.6201076770612,0.87859050752085,38.041393298827,0.479472039844967,54.7528355259907,0.871490730668342
"114",19,10,45,90,45,7.071067812,10,7.071067812,24.14213562,"RH","on","iso-right","iso-right","45-90-45",26.9407,22,"AT09",1.065548147,2.004396162,20.2099429113901,0.970802226305542,3.89087613548884,0.710662239538553,45.2880752934676,0.669119630986476
"115",20,10,60,60,60,10,10,10,30,"RH","on","equil","acute","60-60-60",39.5284,12,"AT09",0.952244437,12.55170087,23.7178185818831,0.980727269779208,41.9939186750222,0.681594267093533,38.2836320941362,0.890398702595635
"116",21,10,60,100,20,8.793852416,10,3.472963553,22.26681597,"LH","on","scale","obtuse","60-100-20",34.9711,17,"AT09",1.014396988,30.04645974,13.648684940109,0.735896439933563,-19.0424243061916,0.58594810815198,68.7815133107993,0.522922174886606
"117",22,10,30,120,30,5.773502692,10,5.773502692,21.54700538,"LH","on","iso","obtuse","30-120-30",27.5886,13,"AT09",0.740450869,-20.61957358,18.5174165498327,0.78101038082382,-13.8972701986146,0.858850959975941,55.0237988398916,0.482014719695582
"118",23,10,45,105,30,7.320508076,10,5.176380902,22.49688898,"LH","on","scale","obtuse","45-105-30",39.4947,5,"AT09",0.807559617,-15.03936477,25.2879032657036,0.784049294459184,-4.36544318900422,0.79768913578501,66.4685473696101,0.599021050634659
"119",24,10,60,90,30,8.660254038,10,5,23.66025404,"LH","on","right","right","60-90-30",34.2213,27,"AT09",0.630698438,3.629000324,22.6205921825854,0.87858339855147,-4.85858723490986,0.496033476680034,68.6115931396603,0.678687996756386
"120",25,10,60,75,45,8.965754722,10,7.320508076,26.2862628,"LH","on","scale","acute","60-75-45",33.4959,19,"AT09",0.639813972,-14.83061442,25.9347195894668,0.934741558680075,-7.29788966310713,0.667076962734479,47.3213599751704,0.767690676347298
"121",26,10,45,90,45,7.071067812,10,7.071067812,24.14213562,"LH","on","iso-right","iso-right","45-90-45",25.0869,25,"AT09",0.972611208,17.45992381,23.4934261382206,0.925586566823869,2.98894178861792,0.547246230746595,50.3838222885634,0.710252202199115
"122",27,10,60,60,60,10,10,10,30,"LH","on","equil","acute","60-60-60",44.2873,26,"AT09",1.005488941,31.09943285,32.68172129319,0.988903269641128,29.0378995535365,0.544291033958198,35.1520755763193,0.900728342543015
"123",0,10,60,100,20,8.793852416,10,3.472963553,22.26681597,"RH","off","scale","obtuse","60-100-20",39.0695,18,"AT10",0.509007901,86.67704365,138.622226933313,0.243541394416735,170.334921151711,0.595025324297868,30.8917865859214,0.257931969112705
"124",1,10,30,120,30,5.773502692,10,5.773502692,21.54700538,"RH","off","iso","obtuse","30-120-30",38.2546,6,"AT10",0.562913993,91.42259485,114.35819215863,0.215050597074172,-173.376920662372,0.550047345756181,87.6943031590968,0.196741177333947
"125",2,10,45,105,30,7.320508076,10,5.176380902,22.49688898,"RH","off","scale","obtuse","45-105-30",52.6981,1,"AT10",0.655707151,103.8701064,133.710403579939,0.178435415666536,-174.317943913835,0.617626863325639,45.9439576491243,0.162229836147317
"126",3,10,60,90,30,8.660254038,10,5,23.66025404,"RH","off","right","right","60-90-30",40.6119,3,"AT10",0.353954437,170.3025576,120.001342527499,0.252858231168147,178.270636088649,0.613749417730715,2.76010440476003,0.0985830907312636
"127",4,10,60,75,45,8.965754722,10,7.320508076,26.2862628,"RH","off","scale","acute","60-75-45",46.3699,26,"AT10",0.569310351,148.0930184,74.4563295785439,0.298533780893331,159.946083224439,0.852747898483776,-20.2747392007606,0.144154808588529
"128",5,10,45,90,45,7.071067812,10,7.071067812,24.14213562,"RH","off","iso-right","iso-right","45-90-45",38.5007,16,"AT10",0.779929384,-28.48603586,86.0372553711615,0.279178100261523,174.625067302353,0.640842542329813,34.1990216781761,0.104354907558135
"129",6,10,60,60,60,10,10,10,30,"RH","off","equil","acute","60-60-60",54.9086,24,"AT10",0.778880033,123.3660682,80.4689316880443,0.301441578159207,143.52864942012,0.624780168809401,-38.5365110947471,0.0389607268621542
"130",7,10,60,100,20,8.793852416,10,3.472963553,22.26681597,"LH","off","scale","obtuse","60-100-20",37.3734,8,"AT10",0.668688297,160.8869419,141.052640938947,0.40871686987714,175.096175711534,0.541192077648728,14.3520679517979,0.19767830556923
"131",9,10,45,105,30,7.320508076,10,5.176380902,22.49688898,"LH","off","scale","obtuse","45-105-30",41.1255,4,"AT10",0.36506488,-65.99402595,110.504877864876,0.339847352699053,163.001719328447,0.609384765511774,51.3457055240019,0.121349223898042
"132",10,10,60,90,30,8.660254038,10,5,23.66025404,"LH","off","right","right","60-90-30",39.9639,13,"AT10",0.624504458,161.3974664,88.4250941455296,0.30186268516488,155.810201808298,0.756980272625009,15.506605916524,0.194326076804531
"133",11,10,60,75,45,8.965754722,10,7.320508076,26.2862628,"LH","off","scale","acute","60-75-45",44.9335,20,"AT10",0.823965729,166.5678371,85.0856599960686,0.279788064687721,158.071895597484,0.629337290510299,2.67581143616565,0.176788521534425
"134",12,10,45,90,45,7.071067812,10,7.071067812,24.14213562,"LH","off","iso-right","iso-right","45-90-45",38.5796,17,"AT10",0.636528445,177.1770223,102.886604947672,0.481953672171842,165.088344681682,0.533624202720799,-21.8178226003293,0.0789502120818608
"135",13,10,60,60,60,10,10,10,30,"LH","off","equil","acute","60-60-60",52.7196,14,"AT10",0.965742051,177.3629779,76.0029023626705,0.310947014074347,150.620562545639,0.593905444922016,-22.5442695605882,0.0938448063023489
"136",14,10,60,100,20,8.793852416,10,3.472963553,22.26681597,"RH","on","scale","obtuse","60-100-20",34.0783,7,"AT10",0.37214835,-12.44569724,112.410655862068,0.225599655117507,161.668289914555,0.667678542328064,12.3323187245416,0.122430418237988
"137",15,10,30,120,30,5.773502692,10,5.773502692,21.54700538,"RH","on","iso","obtuse","30-120-30",41.5161,2,"AT10",0.738813683,119.8217452,82.1777583107176,0.114651911167201,165.686650380092,0.681359385598728,60.6973284145685,0.256471692941198
"138",16,10,45,105,30,7.320508076,10,5.176380902,22.49688898,"RH","on","scale","obtuse","45-105-30",30.358,25,"AT10",0.542743438,94.94163155,112.112272681222,0.297208204145971,177.406814878794,0.629488785009112,14.5053876170715,0.234480122104633
"139",17,10,60,90,30,8.660254038,10,5,23.66025404,"RH","on","right","right","60-90-30",33.7031,27,"AT10",0.852340736,112.818683,113.152235522193,0.208086563699342,175.599297970535,0.833017999506269,6.12688997362918,0.194631222368225
"140",18,10,60,75,45,8.965754722,10,7.320508076,26.2862628,"RH","on","scale","acute","60-75-45",36.1665,15,"AT10",0.538876719,149.0097016,127.38348252866,0.394275275124413,168.149637366734,0.679137235995378,-21.31523468713,0.104116869047533
"141",19,10,45,90,45,7.071067812,10,7.071067812,24.14213562,"RH","on","iso-right","iso-right","45-90-45",41.0584,23,"AT10",0.759206691,-20.09063344,65.3635155862816,0.321388377136563,166.808443347394,0.598263303350535,46.5216434768804,0.137500921070158
"142",20,10,60,60,60,10,10,10,30,"RH","on","equil","acute","60-60-60",47.6263,22,"AT10",0.687862587,-23.14889871,71.3123534746481,0.667886262585388,163.546776032137,0.503042935445154,-25.9386473170333,0.0976863060150008
"143",21,10,60,100,20,8.793852416,10,3.472963553,22.26681597,"LH","on","scale","obtuse","60-100-20",28.7831,10,"AT10",0.554458967,14.40897907,150.78465012578,0.246565161804568,164.554603588509,0.701473760079512,38.7910024184526,0.176832636828003
"144",22,10,30,120,30,5.773502692,10,5.773502692,21.54700538,"LH","on","iso","obtuse","30-120-30",34.8701,5,"AT10",0.467748575,168.3901926,53.3442791871379,0.157546763775147,171.745758071706,0.601992355607608,78.3197781246466,0.181246760716603
"145",23,10,45,105,30,7.320508076,10,5.176380902,22.49688898,"LH","on","scale","obtuse","45-105-30",27.7772,9,"AT10",0.643547657,166.5550823,113.407290913237,0.204574558052796,178.763973123901,0.640123820034482,32.4996161531462,0.232252463226927
"146",24,10,60,90,30,8.660254038,10,5,23.66025404,"LH","on","right","right","60-90-30",32.3463,28,"AT10",0.632800853,147.6218728,118.59329965451,0.331911651762795,170.231962386004,0.638412797416102,33.5601712313328,0.13463949539659
"147",25,10,60,75,45,8.965754722,10,7.320508076,26.2862628,"LH","on","scale","acute","60-75-45",37.7859,12,"AT10",0.718132633,60.5858474,134.352990122152,0.197121450800062,162.434167418015,0.624977642935067,-13.5344998091791,0.118388194144676
"148",26,10,45,90,45,7.071067812,10,7.071067812,24.14213562,"LH","on","iso-right","iso-right","45-90-45",33.6097,19,"AT10",0.468323602,154.6962277,98.0795545693969,0.344854540706827,164.784884383206,0.609467305312321,0.184105824167773,0.145975382561817
"149",27,10,60,60,60,10,10,10,30,"LH","on","equil","acute","60-60-60",46.8443,21,"AT10",1.154582679,45.11281969,100.709167850555,0.376989736989494,153.741099998972,0.691714286055812,-1.13534367092223,0.156143583295103
"150",0,10,60,100,20,8.793852416,10,3.472963553,22.26681597,"RH","off","scale","obtuse","60-100-20",66.5805,2,"AT11",0.746437535,69.15635325,-3.38258419535126,0.726493672222263,15.1404419173396,0.605158734473531,23.3435659948781,0.0859474074292102
"151",1,10,30,120,30,5.773502692,10,5.773502692,21.54700538,"RH","off","iso","obtuse","30-120-30",61.3985,28,"AT11",0.98496581,-64.08806654,-17.0396872202305,0.610234399738597,24.352032586111,0.534142952864913,-108.841804650388,0.106773211745732
"152",2,10,45,105,30,7.320508076,10,5.176380902,22.49688898,"RH","off","scale","obtuse","45-105-30",67.8652,9,"AT11",0.909696196,-77.25175542,-4.46610552504788,0.670281113010256,9.04952702144081,0.675471914116857,-0.904792009401433,0.0786553426720509
"153",3,10,60,90,30,8.660254038,10,5,23.66025404,"RH","off","right","right","60-90-30",55.2994,10,"AT11",0.702639604,2.863981522,-6.1048165660458,0.694111746286511,5.73610077643633,0.561630834654345,26.8639498772303,0.226828295225775
"154",4,10,60,75,45,8.965754722,10,7.320508076,26.2862628,"RH","off","scale","acute","60-75-45",59.5323,21,"AT11",1.281705248,-30.45956917,-7.75014686739618,0.684798983125938,45.1390314715519,0.592931207000215,32.6965972218301,0.484809485601647
"155",5,10,45,90,45,7.071067812,10,7.071067812,24.14213562,"RH","off","iso-right","iso-right","45-90-45",80.0846,3,"AT11",0.921118174,26.91579097,-8.8734968395664,0.573523156580297,2.4350999146765,0.788273981362583,40.2842418550961,0.400067613230407
"156",6,10,60,60,60,10,10,10,30,"RH","off","equil","acute","60-60-60",73.3715,4,"AT11",0.965578792,-10.73741181,-32.2223504029535,0.61897603955303,-2.70289597062899,0.735930545412205,14.5800165217117,0.716054216357631
"157",7,10,60,100,20,8.793852416,10,3.472963553,22.26681597,"LH","off","scale","obtuse","60-100-20",65.553,16,"AT11",0.978491402,29.7474934,-3.85378325076914,0.731338211213848,12.1675990173048,0.526348972139299,-178.751574412173,0.0383796158163743
"158",8,10,30,120,30,5.773502692,10,5.773502692,21.54700538,"LH","off","iso","obtuse","30-120-30",58.2374,5,"AT11",0.54390569,27.52654251,-15.2760579788516,0.602757680445514,24.4265323297455,0.628285812347987,-95.7785577668388,0.193324928847922
"159",9,10,45,105,30,7.320508076,10,5.176380902,22.49688898,"LH","off","scale","obtuse","45-105-30",56.3264,27,"AT11",0.793194206,-29.38153691,-7.89875092176703,0.648649992643587,28.3022791880024,0.537518773431512,42.1258522734713,0.155769814502011
"160",10,10,60,90,30,8.660254038,10,5,23.66025404,"LH","off","right","right","60-90-30",50.8986,11,"AT11",0.596916169,10.79116481,-9.75300151295136,0.695160254397823,19.9450356328251,0.490929799236026,31.2375975999209,0.25524866800534
"161",11,10,60,75,45,8.965754722,10,7.320508076,26.2862628,"LH","off","scale","acute","60-75-45",62.8161,13,"AT11",1.055058789,-1.59639589,-13.4722250379896,0.585058001112959,4.84744359094032,0.670255149604288,29.3459309112914,0.533503823987607
"162",12,10,45,90,45,7.071067812,10,7.071067812,24.14213562,"LH","off","iso-right","iso-right","45-90-45",136.0099,1,"AT11",0.805524527,107.3493565,-13.5477497181922,0.590937286341971,2.76362459798031,0.630851215769717,56.3428000639823,0.293144768829326
"163",13,10,60,60,60,10,10,10,30,"LH","off","equil","acute","60-60-60",64.4352,24,"AT11",0.969593122,12.16556309,-20.6646982901592,0.697176710965288,18.2151446256135,0.704664908420995,8.06177603857105,0.780093690580926
"164",14,10,60,100,20,8.793852416,10,3.472963553,22.26681597,"RH","on","scale","obtuse","60-100-20",38.7917,26,"AT11",0.701824487,-0.063378898,-8.48505960973844,0.669755858541053,8.04977116111718,0.650582364511256,44.1584574600015,0.111058423560398
"165",15,10,30,120,30,5.773502692,10,5.773502692,21.54700538,"RH","on","iso","obtuse","30-120-30",49.7595,17,"AT11",0.81524636,-40.14094364,-16.0040068983672,0.657065454647698,32.9522278498445,0.611618514195485,-71.8706158390489,0.0726420814060418
"166",16,10,45,105,30,7.320508076,10,5.176380902,22.49688898,"RH","on","scale","obtuse","45-105-30",49.983,18,"AT11",0.926873287,-42.39340912,-7.24718203292491,0.671094649955071,-1.70532504788713,0.642360988780013,-81.3822910764685,0.0554262725549101
"167",17,10,60,90,30,8.660254038,10,5,23.66025404,"RH","on","right","right","60-90-30",335.0704,15,"AT11",0.754577164,-39.79389569,-10.8893155883773,0.758677559236028,35.8197382994572,0.602179644148048,34.159391418534,0.26789024986864
"168",18,10,60,75,45,8.965754722,10,7.320508076,26.2862628,"RH","on","scale","acute","60-75-45",44.0858,25,"AT11",0.765826284,-17.35642768,-17.8651278445498,0.691211794201243,14.2756428236373,0.741030206068861,32.0760909183155,0.468750706117886
"169",19,10,45,90,45,7.071067812,10,7.071067812,24.14213562,"RH","on","iso-right","iso-right","45-90-45",53.5347,6,"AT11",0.672488386,-38.86325571,-12.7098551226157,0.588277196023116,11.1626067418469,0.686723484950506,24.3893771586262,0.254244909688016
"170",20,10,60,60,60,10,10,10,30,"RH","on","equil","acute","60-60-60",53.6581,23,"AT11",0.923752226,-40.34312981,-29.1985486965093,0.691489319367659,17.3758432068285,0.691127919993721,3.07924553655485,0.716803767563911
"171",21,10,60,100,20,8.793852416,10,3.472963553,22.26681597,"LH","on","scale","obtuse","60-100-20",49.1232,20,"AT11",0.950126797,-26.68216104,-9.89505433440246,0.772960731998325,8.16402054998389,0.619754361269665,114.788788391673,0.095462688278926
"172",22,10,30,120,30,5.773502692,10,5.773502692,21.54700538,"LH","on","iso","obtuse","30-120-30",41.8179,14,"AT11",0.675996165,-18.75869035,-9.88719578024921,0.595616490820413,11.9538608317428,0.813743369004975,-66.1603270269133,0.0946671779653287
"173",23,10,45,105,30,7.320508076,10,5.176380902,22.49688898,"LH","on","scale","obtuse","45-105-30",44.9455,12,"AT11",0.642720316,-25.18753977,-11.6257261918274,0.59440915562098,10.6365242507038,0.655372081375908,130.726140106023,0.182748537922025
"174",24,10,60,90,30,8.660254038,10,5,23.66025404,"LH","on","right","right","60-90-30",56.4728,8,"AT11",0.495171603,-48.24000443,-11.1801890836821,0.653131398083733,14.2166158031249,0.623891591996372,40.1612501668202,0.270486145863925
"175",25,10,60,75,45,8.965754722,10,7.320508076,26.2862628,"LH","on","scale","acute","60-75-45",63.9331,7,"AT11",0.801592952,118.7653659,-13.9684893354525,0.640346690105011,24.1369285333163,0.655200080018031,25.7855169916644,0.539876052897416
"176",26,10,45,90,45,7.071067812,10,7.071067812,24.14213562,"LH","on","iso-right","iso-right","45-90-45",63.4308,19,"AT11",1.267496386,11.6435174,-20.3410217903337,0.643075221676116,21.306471822254,0.51523162912284,40.8328199235168,0.232775703681006
"177",27,10,60,60,60,10,10,10,30,"LH","on","equil","acute","60-60-60",54.7525,22,"AT11",1.077292246,-25.25252013,-24.1499709545753,0.709409092943349,20.575191084193,0.679755423075806,14.9472508873087,0.666867228623924
"178",0,10,60,100,20,8.793852416,10,3.472963553,22.26681597,"RH","off","scale","obtuse","60-100-20",59.5216,10,"AT12",2.061937616,43.18826921,73.6533962118636,1.06212772954274,95.1952946609384,1.17130433175473,66.6019780732732,1.38146644059941
"179",1,10,30,120,30,5.773502692,10,5.773502692,21.54700538,"RH","off","iso","obtuse","30-120-30",53.8241,5,"AT12",1.372253563,19.92655263,45.3746687684169,1.30649077571345,54.4643862780685,1.28622071667233,50.7611622083606,1.13958192838354
"180",2,10,45,105,30,7.320508076,10,5.176380902,22.49688898,"RH","off","scale","obtuse","45-105-30",50.5962,15,"AT12",1.99311067,31.89577418,42.6187875754234,1.6663281452826,55.4426323654664,1.63201437511913,48.61134522175,1.40327258827014
"181",3,10,60,90,30,8.660254038,10,5,23.66025404,"RH","off","right","right","60-90-30",124.8953,13,"AT12",2.631404577,65.42481945,55.3949267645069,1.54369259675234,67.8205900026732,1.52748834851727,55.0449180782818,1.60426054728322
"182",4,10,60,75,45,8.965754722,10,7.320508076,26.2862628,"RH","off","scale","acute","60-75-45",66.5249,3,"AT12",1.870695633,49.89229834,59.8943239477226,1.73426139804566,77.2143054559229,1.71418833437992,39.9716255424878,2.02238364989213
"183",5,10,45,90,45,7.071067812,10,7.071067812,24.14213562,"RH","off","iso-right","iso-right","45-90-45",46.1511,22,"AT12",1.505054285,57.42732396,44.0595579472912,2.00579966434803,52.8099205833074,1.98841747472166,37.4920599120423,1.59809976214624
"184",6,10,60,60,60,10,10,10,30,"RH","off","equil","acute","60-60-60",95.4529,1,"AT12",1.240517006,62.25617921,60.9938371826544,1.79571267970983,73.0100559651949,2.13162400320457,22.4893795869192,2.18989544661413
"185",7,10,60,100,20,8.793852416,10,3.472963553,22.26681597,"LH","off","scale","obtuse","60-100-20",35.2952,28,"AT12",1.069365904,74.62903757,70.2671878088052,1.13954248127765,92.8614808780496,1.13561252781274,61.8417277068582,1.34104261682757
"186",8,10,30,120,30,5.773502692,10,5.773502692,21.54700538,"LH","off","iso","obtuse","30-120-30",49.0117,7,"AT12",1.026750288,21.77892462,34.6817630349413,1.38648157950946,43.4031728875776,1.33948963257818,47.4571287039468,1.12055693901627
"187",9,10,45,105,30,7.320508076,10,5.176380902,22.49688898,"LH","off","scale","obtuse","45-105-30",51.2336,8,"AT12",1.045677106,58.18990255,38.6025954527593,1.48079118275481,52.2191470379313,1.36558142486937,49.4273564935975,1.32073728475449
"188",11,10,60,75,45,8.965754722,10,7.320508076,26.2862628,"LH","off","scale","acute","60-75-45",65.7758,9,"AT12",1.935984854,59.69069529,44.4274761601903,1.74608775373372,58.7509488181446,1.89324191641839,36.9135650044773,1.8280791602376
"189",12,10,45,90,45,7.071067812,10,7.071067812,24.14213562,"LH","off","iso-right","iso-right","45-90-45",57.846,20,"AT12",2.206025685,72.21479525,56.9535335267439,1.8607494166048,66.9023664596745,2.01620673709497,38.5983604517337,1.45628430356232
"190",13,10,60,60,60,10,10,10,30,"LH","off","equil","acute","60-60-60",88.5723,12,"AT12",3.120862407,61.20231681,57.0102029691906,2.21227507160806,69.541314561096,2.39465243162197,26.8195610194322,2.21010296577593
"191",14,10,60,100,20,8.793852416,10,3.472963553,22.26681597,"RH","on","scale","obtuse","60-100-20",48.5867,17,"AT12",1.872015564,76.87886657,50.2995893457482,1.24450927266623,79.8625673012135,1.01925521535108,65.5356339420673,1.52080603834088
"192",15,10,30,120,30,5.773502692,10,5.773502692,21.54700538,"RH","on","iso","obtuse","30-120-30",32.3687,26,"AT12",1.246444786,11.76069779,42.2971827700536,1.25476730008256,51.2630220295995,1.1942902149354,47.9201477016697,1.13773675790018
"193",16,10,45,105,30,7.320508076,10,5.176380902,22.49688898,"RH","on","scale","obtuse","45-105-30",45.1687,19,"AT12",2.165294736,43.98343841,34.685792937866,1.57871986809248,46.9299695065181,1.58481403191547,51.713526757565,1.41918070313901
"194",17,10,60,90,30,8.660254038,10,5,23.66025404,"RH","on","right","right","60-90-30",149.3348,14,"AT12",2.125547268,39.28888145,52.7891490681187,1.52419376412208,68.4135967816406,1.55044957191548,55.4640790219531,1.61662720459903
"195",18,10,60,75,45,8.965754722,10,7.320508076,26.2862628,"RH","on","scale","acute","60-75-45",46.5205,24,"AT12",1.55612974,68.41796273,57.9817556448652,1.43388340206028,74.3350359135325,1.56047472342586,37.2794050110867,1.96930151365228
"196",19,10,45,90,45,7.071067812,10,7.071067812,24.14213562,"RH","on","iso-right","iso-right","45-90-45",38.8025,18,"AT12",1.644811473,26.62281477,35.5710253137538,1.9544752984756,42.8197642303513,1.69471377916828,33.0343014853669,1.64535489997011
"197",20,10,60,60,60,10,10,10,30,"RH","on","equil","acute","60-60-60",53.6344,27,"AT12",2.552637841,39.33986865,54.1614582448691,2.05117838653888,66.3823649872872,2.33915410284118,23.9068500613973,2.05730212086022
"198",21,10,60,100,20,8.793852416,10,3.472963553,22.26681597,"LH","on","scale","obtuse","60-100-20",35.7419,25,"AT12",0.896108199,72.07283028,59.5164058581621,0.831486107800858,86.6660620796071,0.908851436026776,59.7672321602901,1.30516845921099
"199",22,10,30,120,30,5.773502692,10,5.773502692,21.54700538,"LH","on","iso","obtuse","30-120-30",48.0284,11,"AT12",0.976636717,51.96045746,48.0450585332279,1.42787012133005,54.4898455247832,1.39002031529696,54.8567707577307,1.07335242987088
"200",23,10,45,105,30,7.320508076,10,5.176380902,22.49688898,"LH","on","scale","obtuse","45-105-30",52.864,4,"AT12",0.994684662,22.15363491,50.4346894675115,1.48408113811844,64.1942301693164,1.374436924218,47.5169775714974,1.36918651440037
"201",24,10,60,90,30,8.660254038,10,5,23.66025404,"LH","on","right","right","60-90-30",48.0277,21,"AT12",2.124860957,67.00336935,64.3073741696325,1.51557169771937,74.5819650324128,1.64902528291937,51.341781653462,1.5701993322917
"202",25,10,60,75,45,8.965754722,10,7.320508076,26.2862628,"LH","on","scale","acute","60-75-45",70.1317,2,"AT12",1.656291329,69.52693204,56.9245803621544,1.51675179503345,71.3790976873019,1.68620225458542,41.1798510601283,1.84332099037393
"203",26,10,45,90,45,7.071067812,10,7.071067812,24.14213562,"LH","on","iso-right","iso-right","45-90-45",48.1074,6,"AT12",1.168718258,44.43934972,44.2544355802712,1.69530480090774,55.5241398744687,1.75616346239059,37.0515766634563,1.63690998746048
"204",27,10,60,60,60,10,10,10,30,"LH","on","equil","acute","60-60-60",57.6461,16,"AT12",2.401459464,85.3489109,61.7755064233063,2.56641144783406,68.639173033842,2.9407077330349,24.7784160077322,2.24187944871134
"205",0,10,60,100,20,8.793852416,10,3.472963553,22.26681597,"RH","off","scale","obtuse","60-100-20",41.6837,20,"AT13",0.728646955,17.84573009,-3.0568763628284,0.814430363666154,-3.67447504040123,0.698259824035415,65.7064504748788,0.399548143984608
"206",1,10,30,120,30,5.773502692,10,5.773502692,21.54700538,"RH","off","iso","obtuse","30-120-30",41.595,23,"AT13",0.89552553,-41.88845315,-1.07239887435128,0.704011435479222,-8.44816518984166,0.751793329832001,54.6174804338443,0.253394212687457
"207",2,10,45,105,30,7.320508076,10,5.176380902,22.49688898,"RH","off","scale","obtuse","45-105-30",59.8129,3,"AT13",0.832908681,36.78522353,-2.08690472433162,0.760170280108069,-8.11540105042693,0.711022416605705,58.1653707307585,0.300129583445752
"208",5,10,45,90,45,7.071067812,10,7.071067812,24.14213562,"RH","off","iso-right","iso-right","45-90-45",54.8414,4,"AT13",1.034604037,-15.49910156,-4.14769059094377,0.772844148585789,-1.71265876214801,0.700137988273055,55.1235328513824,0.485500636633947
"209",6,10,60,60,60,10,10,10,30,"RH","off","equil","acute","60-60-60",43.974,18,"AT13",0.35807914,18.85984605,-10.2785530341855,0.725753945357277,-11.4428589137331,0.736181449159193,25.2474752178099,0.732970534375814
"210",7,10,60,100,20,8.793852416,10,3.472963553,22.26681597,"LH","off","scale","obtuse","60-100-20",42.7226,10,"AT13",0.917487945,7.404689094,-0.556768618573471,0.760218663667563,1.88331527736005,0.749743658571062,77.6727688131227,0.339866163525069
"211",8,10,30,120,30,5.773502692,10,5.773502692,21.54700538,"LH","off","iso","obtuse","30-120-30",37.1383,15,"AT13",0.585944072,1.942261057,-0.956273425845154,0.764023501428652,-0.214150538000922,0.726088402653198,77.546333161265,0.228857187313355
"212",9,10,45,105,30,7.320508076,10,5.176380902,22.49688898,"LH","off","scale","obtuse","45-105-30",49.3456,2,"AT13",0.745225719,-12.24387078,-3.78946667904046,0.757739965191018,-0.439437613881978,0.77904412572552,64.886835126313,0.340337020923399
"213",10,10,60,90,30,8.660254038,10,5,23.66025404,"LH","off","right","right","60-90-30",57.981,8,"AT13",1.016722703,44.73253419,-1.46906077336865,0.775964110233606,2.77287999456246,0.772894871436639,44.6574066967571,0.399545171544851
"214",11,10,60,75,45,8.965754722,10,7.320508076,26.2862628,"LH","off","scale","acute","60-75-45",50.1397,24,"AT13",1.114602117,32.25579558,-4.66702499790273,0.783690448287799,-3.53337078243146,0.725916448192713,40.4943109345696,0.573223251775438
"215",12,10,45,90,45,7.071067812,10,7.071067812,24.14213562,"LH","off","iso-right","iso-right","45-90-45",48.898,16,"AT13",0.977278552,-10.27897046,-0.0638909338742337,0.736294144994865,-4.23344600396047,0.742158251464153,34.8269977435868,0.408670724833074
"216",13,10,60,60,60,10,10,10,30,"LH","off","equil","acute","60-60-60",57.6996,1,"AT13",0.656800041,-0.220191555,-10.7293674798337,0.748016037196224,-13.8429964654702,0.776747673616097,28.7185756262006,0.71288523766138
"217",14,10,60,100,20,8.793852416,10,3.472963553,22.26681597,"RH","on","scale","obtuse","60-100-20",35.7864,11,"AT13",0.983932481,-14.48926494,-2.55413658683918,0.777722668237308,-1.71998932913746,0.810216770514475,73.8256365489288,0.362116373731086
"218",15,10,30,120,30,5.773502692,10,5.773502692,21.54700538,"RH","on","iso","obtuse","30-120-30",35.1717,6,"AT13",0.598636625,-0.402437689,-0.950166608932136,0.774402305585883,-7.03331243642768,0.681822001743714,59.7952005644881,0.106491568978638
"219",16,10,45,105,30,7.320508076,10,5.176380902,22.49688898,"RH","on","scale","obtuse","45-105-30",33.9879,9,"AT13",0.678397872,-8.594744377,-5.55112057469748,0.77723571987547,0.386546400436686,0.724053163126872,59.6424084891853,0.288778462547903
"220",17,10,60,90,30,8.660254038,10,5,23.66025404,"RH","on","right","right","60-90-30",32.9369,28,"AT13",1.007202014,-28.25458063,-3.8473666272653,0.773419063304483,1.10943298450385,0.831357380344432,52.6279696375291,0.492259020660887
"221",18,10,60,75,45,8.965754722,10,7.320508076,26.2862628,"RH","on","scale","acute","60-75-45",53.3336,7,"AT13",1.411446057,-2.601605507,-4.14393265816258,0.775022688418723,3.37384660277502,0.654986754603084,52.839201750869,0.598819133669177
"222",19,10,45,90,45,7.071067812,10,7.071067812,24.14213562,"RH","on","iso-right","iso-right","45-90-45",31.9993,22,"AT13",0.778114297,-36.2224325,-4.25938233880996,0.738093121973438,-12.6601500821993,0.639449384236218,50.0333793108167,0.484422623941714
